model	kind	n_prompts	rep	r2_face	r2_quad	face_gain
gpt_oss_20b	subsample	30	48			-0.03482
gpt_oss_20b	subsample	30	49			0.01151
gpt_oss_20b	subsample	60	0			-0.02792
gpt_oss_20b	subsample	60	1			-0.03941
gpt_oss_20b	subsample	60	2			-0.02014
gpt_oss_20b	subsample	60	3			0.01043
gpt_oss_20b	subsample	60	4			-0.03025
gpt_oss_20b	subsample	60	5			-0.01865
gpt_oss_20b	subsample	60	6			0.00701
gpt_oss_20b	subsample	60	7			0.00345
gpt_oss_20b	subsample	60	8			-0.01055
gpt_oss_20b	subsample	60	9			-0.03066
gpt_oss_20b	subsample	60	10			0.03526
gpt_oss_20b	subsample	60	11			-0.03250
gpt_oss_20b	subsample	60	12			-0.04434
gpt_oss_20b	subsample	60	13			-0.00719
gpt_oss_20b	subsample	60	14			0.03544
gpt_oss_20b	subsample	60	15			0.00480
gpt_oss_20b	subsample	60	16			-0.00303
gpt_oss_20b	subsample	60	17			0.01625
gpt_oss_20b	subsample	60	18			0.02077
gpt_oss_20b	subsample	60	19			0.00298
gpt_oss_20b	subsample	60	20			0.01372
gpt_oss_20b	subsample	60	21			0.02120
gpt_oss_20b	subsample	60	22			0.01544
gpt_oss_20b	subsample	60	23			-0.04471
gpt_oss_20b	subsample	60	24			0.03631
gpt_oss_20b	subsample	60	25			-0.02339
gpt_oss_20b	subsample	60	26			0.03165
gpt_oss_20b	subsample	60	27			-0.00249
gpt_oss_20b	subsample	60	28			-0.02766
gpt_oss_20b	subsample	60	29			0.02176
gpt_oss_20b	subsample	60	30			-0.00573
gpt_oss_20b	subsample	60	31			-0.01042
gpt_oss_20b	subsample	60	32			0.03180
gpt_oss_20b	subsample	60	33			-0.00999
gpt_oss_20b	subsample	60	34			-0.06357
gpt_oss_20b	subsample	60	35			0.00626
gpt_oss_20b	subsample	60	36			-0.00062
gpt_oss_20b	subsample	60	37			0.00870
gpt_oss_20b	subsample	60	38			0.01442
gpt_oss_20b	subsample	60	39			0.00385
gpt_oss_20b	subsample	60	40			-0.03215
gpt_oss_20b	subsample	60	41			-0.03982
gpt_oss_20b	subsample	60	42			-0.05664
gpt_oss_20b	subsample	60	43			-0.03237
gpt_oss_20b	subsample	60	44			-0.00652
gpt_oss_20b	subsample	60	45			-0.02005
gpt_oss_20b	subsample	60	46			-0.02949
gpt_oss_20b	subsample	60	47			-0.02055
gpt_oss_20b	subsample	60	48			0.00571
gpt_oss_20b	subsample	60	49			-0.03077
gpt_oss_20b	subsample	90	0			-0.02575
gpt_oss_20b	subsample	90	1			-0.02341
gpt_oss_20b	subsample	90	2			-0.02088
gpt_oss_20b	subsample	90	3			-0.01113
gpt_oss_20b	subsample	90	4			0.00074
gpt_oss_20b	subsample	90	5			-0.06094
gpt_oss_20b	subsample	90	6			-0.01409
gpt_oss_20b	subsample	90	7			-0.04084
gpt_oss_20b	subsample	90	8			-0.01221
gpt_oss_20b	subsample	90	9			-0.02113
gpt_oss_20b	subsample	90	10			-0.00160
gpt_oss_20b	subsample	90	11			-0.04833
gpt_oss_20b	subsample	90	12			-0.04108
gpt_oss_20b	subsample	90	13			-0.01493
gpt_oss_20b	subsample	90	14			-0.01386
gpt_oss_20b	subsample	90	15			-0.04487
gpt_oss_20b	subsample	90	16			-0.02818
gpt_oss_20b	subsample	90	17			-0.01741
gpt_oss_20b	subsample	90	18			-0.02770
gpt_oss_20b	subsample	90	19			-0.03685
gpt_oss_20b	subsample	90	20			-0.02417
gpt_oss_20b	subsample	90	21			-0.03282
gpt_oss_20b	subsample	90	22			-0.02547
gpt_oss_20b	subsample	90	23			-0.05831
gpt_oss_20b	subsample	90	24			-0.04484
gpt_oss_20b	subsample	90	25			-0.01050
gpt_oss_20b	subsample	90	26			-0.03230
gpt_oss_20b	subsample	90	27			-0.00982
gpt_oss_20b	subsample	90	28			-0.02268
gpt_oss_20b	subsample	90	29			-0.01170
gpt_oss_20b	subsample	90	30			-0.03147
gpt_oss_20b	subsample	90	31			-0.00155
gpt_oss_20b	subsample	90	32			-0.01698
gpt_oss_20b	subsample	90	33			-0.01272
gpt_oss_20b	subsample	90	34			-0.03383
gpt_oss_20b	subsample	90	35			-0.00875
gpt_oss_20b	subsample	90	36			-0.03701
gpt_oss_20b	subsample	90	37			-0.04519
gpt_oss_20b	subsample	90	38			-0.05755
gpt_oss_20b	subsample	90	39			-0.03311
gpt_oss_20b	subsample	90	40			0.00601
gpt_oss_20b	subsample	90	41			-0.00958
gpt_oss_20b	subsample	90	42			-0.02975
gpt_oss_20b	subsample	90	43			0.00472
gpt_oss_20b	subsample	90	44			-0.01058
gpt_oss_20b	subsample	90	45			-0.03889
gpt_oss_20b	subsample	90	46			-0.04280
gpt_oss_20b	subsample	90	47			-0.01056
gpt_oss_20b	subsample	90	48			-0.03154
gpt_oss_20b	subsample	90	49			-0.01372
gpt_oss_20b	subsample	120	0			-0.00539
gpt_oss_20b	subsample	120	1			0.02959
gpt_oss_20b	subsample	120	2			0.00521
gpt_oss_20b	subsample	120	3			-0.02326
gpt_oss_20b	subsample	120	4			0.01517
gpt_oss_20b	subsample	120	5			0.00777
gpt_oss_20b	subsample	120	6			-0.02648
gpt_oss_20b	subsample	120	7			0.02299
gpt_oss_20b	subsample	120	8			0.01894
gpt_oss_20b	subsample	120	9			-0.05610
gpt_oss_20b	subsample	120	10			-0.00594
gpt_oss_20b	subsample	120	11			-0.02614
gpt_oss_20b	subsample	120	12			0.00067
gpt_oss_20b	subsample	120	13			0.03207
gpt_oss_20b	subsample	120	14			-0.03542
gpt_oss_20b	subsample	120	15			-0.00972
gpt_oss_20b	subsample	120	16			0.00008
gpt_oss_20b	subsample	120	17			-0.01740
gpt_oss_20b	subsample	120	18			-0.04841
gpt_oss_20b	subsample	120	19			-0.03178
gpt_oss_20b	subsample	120	20			-0.01599
gpt_oss_20b	subsample	120	21			-0.01560
gpt_oss_20b	subsample	120	22			-0.03440
gpt_oss_20b	subsample	120	23			-0.03549
gpt_oss_20b	subsample	120	24			-0.02704
gpt_oss_20b	subsample	120	25			0.01749
gpt_oss_20b	subsample	120	26			-0.01915
gpt_oss_20b	subsample	120	27			0.01492
gpt_oss_20b	subsample	120	28			-0.04550
gpt_oss_20b	subsample	120	29			-0.02854
gpt_oss_20b	subsample	120	30			-0.02156
gpt_oss_20b	subsample	120	31			-0.04507
gpt_oss_20b	subsample	120	32			-0.02527
gpt_oss_20b	subsample	120	33			-0.02096
gpt_oss_20b	subsample	120	34			0.01132
gpt_oss_20b	subsample	120	35			0.01004
gpt_oss_20b	subsample	120	36			-0.01085
gpt_oss_20b	subsample	120	37			-0.01094
gpt_oss_20b	subsample	120	38			-0.02077
gpt_oss_20b	subsample	120	39			-0.01785
gpt_oss_20b	subsample	120	40			-0.02261
gpt_oss_20b	subsample	120	41			-0.02679
gpt_oss_20b	subsample	120	42			-0.00270
gpt_oss_20b	subsample	120	43			-0.03366
gpt_oss_20b	subsample	120	44			-0.02507
gpt_oss_20b	subsample	120	45			-0.01622
gpt_oss_20b	subsample	120	46			-0.01249
gpt_oss_20b	subsample	120	47			-0.02727
gpt_oss_20b	subsample	120	48			-0.04473
gpt_oss_20b	subsample	120	49			0.00644
